model,question_id,scenario,benchmark,score
gemini-2.5-flash,672068b61177432c7e500289,hle,validate_csv,0
qwen3-32b,672068b61177432c7e500289,hle,validate_csv,0
qwen3.5-plus,672068b61177432c7e500289,hle,validate_csv,1
qwen3-30b-a3b,672068b61177432c7e500289,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671fb84fc6abf8266c1892c8,hle,validate_csv,1
qwen3-max,671fb84fc6abf8266c1892c8,hle,validate_csv,0
openai/o3-mini-2025-01-31,671fb0b7298c0d11670fc561,hle,validate_csv,0
openai/o3-mini-2025-01-31,672068b61177432c7e500289,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
gemini-2.5-pro-nothinking,672068b61177432c7e500289,hle,validate_csv,0
qwen3-max,672068b61177432c7e500289,hle,validate_csv,1
gemini-3.1-pro-preview-thinking-medium,672068b61177432c7e500289,hle,validate_csv,0
qwen3-max,671fb4ddf2a13c812068cdd7,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,672068b61177432c7e500289,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,672068b61177432c7e500289,hle,validate_csv,0
qwen3-14b,672068b61177432c7e500289,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67206ac2f58a25138266a375,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67206ac2f58a25138266a375,hle,validate_csv,0
qwen3-4b,672068b61177432c7e500289,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67206ac2f58a25138266a375,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67206ac2f58a25138266a375,hle,validate_csv,0
gemini-2.5-flash,67206ac2f58a25138266a375,hle,validate_csv,0
qwen3-32b,67206ac2f58a25138266a375,hle,validate_csv,0
gemini-2.5-pro-nothinking,67206ac2f58a25138266a375,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67208d2f5241ba1dad593bf5,hle,validate_csv,0
qwen3-14b,67206ac2f58a25138266a375,hle,validate_csv,0
gpt-5.2,67206ac2f58a25138266a375,hle,validate_csv,0
gemini-2.5-flash,67208d2f5241ba1dad593bf5,hle,validate_csv,0
qwen3-4b,67208d2f5241ba1dad593bf5,hle,validate_csv,1
openai/gpt-4o-2024-05-13,67206ac2f58a25138266a375,hle,validate_csv,0
qwen3-30b-a3b,67206ac2f58a25138266a375,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67208d2f5241ba1dad593bf5,hle,validate_csv,0
qwen3-235b-a22b,67208d2f5241ba1dad593bf5,hle,validate_csv,1
gpt-5,67208d2f5241ba1dad593bf5,hle,validate_csv,1
qwen3-32b,67208d2f5241ba1dad593bf5,hle,validate_csv,0
qwen3-8b,67208d2f5241ba1dad593bf5,hle,validate_csv,0
qwen3.5-plus,67208d2f5241ba1dad593bf5,hle,validate_csv,1
qwen3-30b-a3b,67208d2f5241ba1dad593bf5,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67208d2f5241ba1dad593bf5,hle,validate_csv,0
gpt-4.1,67206ac2f58a25138266a375,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67208d2f5241ba1dad593bf5,hle,validate_csv,0
qwen3.5-plus,67206ac2f58a25138266a375,hle,validate_csv,0
gemini-2.5-pro-nothinking,67208d2f5241ba1dad593bf5,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67206ac2f58a25138266a375,hle,validate_csv,1
qwen3-4b,67206ac2f58a25138266a375,hle,validate_csv,0
qwen3-max,67206ac2f58a25138266a375,hle,validate_csv,0
qwen3-14b,67208d2f5241ba1dad593bf5,hle,validate_csv,0
gpt-4.1,672068b61177432c7e500289,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67208d2f5241ba1dad593bf5,hle,validate_csv,0
gpt-4.1,67208d2f5241ba1dad593bf5,hle,validate_csv,1
qwen3-8b,67206ac2f58a25138266a375,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67206ac2f58a25138266a375,hle,validate_csv,0
gpt-5.2,67209ea05425611553f598c7,hle,validate_csv,0
qwen3-32b,67209ea05425611553f598c7,hle,validate_csv,0
qwen3-max,67209ea05425611553f598c7,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67208d2f5241ba1dad593bf5,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67209ea05425611553f598c7,hle,validate_csv,0
openai/o3-mini-2025-01-31,67209ea05425611553f598c7,hle,validate_csv,0
gemini-2.5-pro-nothinking,67209ea05425611553f598c7,hle,validate_csv,0
openai/o3-mini-2025-01-31,67208d2f5241ba1dad593bf5,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67209ea05425611553f598c7,hle,validate_csv,0
qwen3-8b,67209ea05425611553f598c7,hle,validate_csv,0
qwen3-14b,67209ea05425611553f598c7,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67209ea05425611553f598c7,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67209ea05425611553f598c7,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,67208d2f5241ba1dad593bf5,hle,validate_csv,0
gpt-4.1,67209ea05425611553f598c7,hle,validate_csv,0
qwen3.5-plus,67209ea05425611553f598c7,hle,validate_csv,1
qwen3-4b,67209ea05425611553f598c7,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67209ea05425611553f598c7,hle,validate_csv,0
openai/o3-mini-2025-01-31,67206ac2f58a25138266a375,hle,validate_csv,0
gemini-2.5-flash,67209ea05425611553f598c7,hle,validate_csv,0
qwen3-30b-a3b,67209ea05425611553f598c7,hle,validate_csv,0
qwen3-32b,6720ca4b696f86db458bcfe9,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67209ea05425611553f598c7,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6720ca4b696f86db458bcfe9,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
gemini-2.5-flash,6720ca4b696f86db458bcfe9,hle,validate_csv,0
qwen3-4b,6720ca4b696f86db458bcfe9,hle,validate_csv,0
qwen3-14b,6720ca4b696f86db458bcfe9,hle,validate_csv,0
qwen3-max,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
qwen3-30b-a3b,6720ca4b696f86db458bcfe9,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6720ca4b696f86db458bcfe9,hle,validate_csv,0
gpt-5.2,67208d2f5241ba1dad593bf5,hle,validate_csv,0
gpt-5.2,6720ca4b696f86db458bcfe9,hle,validate_csv,0
gpt-5.2,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
gpt-4.1,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6720ca4b696f86db458bcfe9,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
qwen3.5-plus,6720ca4b696f86db458bcfe9,hle,validate_csv,1
qwen3-max,67208d2f5241ba1dad593bf5,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
gemini-2.5-pro-nothinking,6720ca4b696f86db458bcfe9,hle,validate_csv,0
qwen3-30b-a3b,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
qwen3-8b,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
gpt-5,6720ca4b696f86db458bcfe9,hle,validate_csv,1
gemini-3.1-pro-preview-thinking-medium,6720cf9caa0f927c36a3eb71,hle,validate_csv,1
qwen3-14b,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
qwen3-8b,6720ca4b696f86db458bcfe9,hle,validate_csv,0
gemini-2.5-pro-nothinking,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
gemini-2.5-flash,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
openai/o3-mini-2025-01-31,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
gpt-4.1,6720ca4b696f86db458bcfe9,hle,validate_csv,0
openai/o3-mini-2025-01-31,6720ca4b696f86db458bcfe9,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6720ca4b696f86db458bcfe9,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67210e0b44a741b2fde3c609,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
qwen3-235b-a22b,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
qwen3-4b,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
qwen3.5-plus,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
qwen3-32b,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67210e0b44a741b2fde3c609,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67210e0b44a741b2fde3c609,hle,validate_csv,0
gemini-2.5-pro-nothinking,67210e0b44a741b2fde3c609,hle,validate_csv,0
qwen3-32b,67210e0b44a741b2fde3c609,hle,validate_csv,0
gpt-4.1,67210e0b44a741b2fde3c609,hle,validate_csv,0
gpt-5,67210e0b44a741b2fde3c609,hle,validate_csv,1
gpt-5,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
gpt-5.2,67210e0b44a741b2fde3c609,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67210e0b44a741b2fde3c609,hle,validate_csv,1
qwen3-8b,67210e0b44a741b2fde3c609,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67210e0b44a741b2fde3c609,hle,validate_csv,0
qwen3-30b-a3b,67210e0b44a741b2fde3c609,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6720ca4b696f86db458bcfe9,hle,validate_csv,0
qwen3-4b,67210e0b44a741b2fde3c609,hle,validate_csv,0
gemini-2.5-flash,67210e0b44a741b2fde3c609,hle,validate_csv,0
qwen3-max,67210e0b44a741b2fde3c609,hle,validate_csv,1
qwen3-14b,67210e0b44a741b2fde3c609,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6720cf9caa0f927c36a3eb71,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67210e0b44a741b2fde3c609,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6720ca4b696f86db458bcfe9,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67210e0b44a741b2fde3c609,hle,validate_csv,1
gpt-5.2,67211367482789b0dc078880,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67211367482789b0dc078880,hle,validate_csv,0
qwen3.5-plus,67210e0b44a741b2fde3c609,hle,validate_csv,1
qwen3.5-plus,67211367482789b0dc078880,hle,validate_csv,1
qwen/qwen2.5-72b-instruct-turbo,67211367482789b0dc078880,hle,validate_csv,0
qwen3-4b,67211367482789b0dc078880,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67211367482789b0dc078880,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67211367482789b0dc078880,hle,validate_csv,0
openai/o3-mini-2025-01-31,67211367482789b0dc078880,hle,validate_csv,0
gemini-2.5-flash,67211367482789b0dc078880,hle,validate_csv,0
qwen3-32b,67211367482789b0dc078880,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67211367482789b0dc078880,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67211367482789b0dc078880,hle,validate_csv,0
qwen3-30b-a3b,67211367482789b0dc078880,hle,validate_csv,0
gpt-5.2,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen3-max,67211367482789b0dc078880,hle,validate_csv,0
openai/gpt-4o-2024-05-13,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6721545d3f8c49e613c94fac,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6721545d3f8c49e613c94fac,hle,validate_csv,0
qwen3-14b,67211367482789b0dc078880,hle,validate_csv,0
gpt-4.1,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
gemini-2.5-flash,6721545d3f8c49e613c94fac,hle,validate_csv,0
qwen3-14b,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6721545d3f8c49e613c94fac,hle,validate_csv,0
openai/gpt-4o-2024-08-06,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen3-32b,6721545d3f8c49e613c94fac,hle,validate_csv,0
gpt-4.1,67211367482789b0dc078880,hle,validate_csv,0
qwen3-30b-a3b,6721545d3f8c49e613c94fac,hle,validate_csv,0
gemini-2.5-pro-nothinking,67211367482789b0dc078880,hle,validate_csv,0
openai/o3-mini-2025-01-31,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen3-max,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen3.5-plus,6721545d3f8c49e613c94fac,hle,validate_csv,1
qwen3-32b,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen3-4b,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6721545d3f8c49e613c94fac,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6721545d3f8c49e613c94fac,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6720ca4b696f86db458bcfe9,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,672159ba5e72a826f1dcf4d6,hle,validate_csv,1
gemini-3.1-flash-lite-preview,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67211367482789b0dc078880,hle,validate_csv,0
qwen3-8b,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen3-30b-a3b,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67216f0abddbccdce9955e93,hle,validate_csv,1
gpt-5.2,67216f0abddbccdce9955e93,hle,validate_csv,0
gemini-2.5-pro-nothinking,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67216f0abddbccdce9955e93,hle,validate_csv,0
openai/o3-mini-2025-01-31,67216f0abddbccdce9955e93,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6721545d3f8c49e613c94fac,hle,validate_csv,1
gemini-2.5-flash,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67216f0abddbccdce9955e93,hle,validate_csv,0
qwen3-14b,67216f0abddbccdce9955e93,hle,validate_csv,0
gpt-5,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen3-4b,67216f0abddbccdce9955e93,hle,validate_csv,0
qwen3-8b,67211367482789b0dc078880,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67216f0abddbccdce9955e93,hle,validate_csv,1
qwen3-8b,6721545d3f8c49e613c94fac,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
qwen3-8b,67216f0abddbccdce9955e93,hle,validate_csv,0
gpt-4.1,67216f0abddbccdce9955e93,hle,validate_csv,0
qwen3.5-plus,672159ba5e72a826f1dcf4d6,hle,validate_csv,1
qwen3-32b,67216f0abddbccdce9955e93,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,672159ba5e72a826f1dcf4d6,hle,validate_csv,0
gemini-2.5-pro-nothinking,67216f0abddbccdce9955e93,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67216f0abddbccdce9955e93,hle,validate_csv,1
qwen3-30b-a3b,67216f0abddbccdce9955e93,hle,validate_csv,0
qwen3.5-plus,67216f0abddbccdce9955e93,hle,validate_csv,1
gemini-2.5-flash,67216f0abddbccdce9955e93,hle,validate_csv,0
qwen3-max,67216f0abddbccdce9955e93,hle,validate_csv,1
qwen3-4b,6721545d3f8c49e613c94fac,hle,validate_csv,0
gpt-5.2,6721767ddb8105efc71a7d1b,hle,validate_csv,0
gemini-2.5-pro-nothinking,6721545d3f8c49e613c94fac,hle,validate_csv,0
gemini-2.5-pro-nothinking,6721767ddb8105efc71a7d1b,hle,validate_csv,0
gemini-2.5-flash,6721767ddb8105efc71a7d1b,hle,validate_csv,0
gpt-4.1,6721767ddb8105efc71a7d1b,hle,validate_csv,0
qwen3-max,6721767ddb8105efc71a7d1b,hle,validate_csv,0
qwen3-30b-a3b,6721767ddb8105efc71a7d1b,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67216f0abddbccdce9955e93,hle,validate_csv,0
qwen3-32b,6721767ddb8105efc71a7d1b,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6721767ddb8105efc71a7d1b,hle,validate_csv,0
qwen3-235b-a22b,6721767ddb8105efc71a7d1b,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6721767ddb8105efc71a7d1b,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6721767ddb8105efc71a7d1b,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6721a42269600ecb23a3e623,hle,validate_csv,0
qwen3-8b,6721767ddb8105efc71a7d1b,hle,validate_csv,0
qwen3-8b,6721a42269600ecb23a3e623,hle,validate_csv,0
qwen3-max,6720ca4b696f86db458bcfe9,hle,validate_csv,0
qwen3-14b,6721767ddb8105efc71a7d1b,hle,validate_csv,0
qwen3-4b,6721a42269600ecb23a3e623,hle,validate_csv,0
openai/o3-mini-2025-01-31,6721fd0afec540182190e310,hle,validate_csv,0
qwen3-14b,6721545d3f8c49e613c94fac,hle,validate_csv,0
qwen3-32b,6721fd0afec540182190e310,hle,validate_csv,0
qwen3-max,6721fd0afec540182190e310,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6721fd0afec540182190e310,hle,validate_csv,0
gpt-5.2,6721fd0afec540182190e310,hle,validate_csv,0
gpt-4.1,6721fd0afec540182190e310,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6721fd0afec540182190e310,hle,validate_csv,0
qwen3-14b,6721fd0afec540182190e310,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6721fd0afec540182190e310,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6721fd0afec540182190e310,hle,validate_csv,0
qwen3-8b,6721fd0afec540182190e310,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6721767ddb8105efc71a7d1b,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6721a42269600ecb23a3e623,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6721fd0afec540182190e310,hle,validate_csv,1
gemini-3.1-pro-preview-thinking-medium,6721a42269600ecb23a3e623,hle,validate_csv,1
gemini-3.1-flash-lite-preview,6721a42269600ecb23a3e623,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6721a42269600ecb23a3e623,hle,validate_csv,0
gpt-5.2,6721a42269600ecb23a3e623,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6721fd0afec540182190e310,hle,validate_csv,0
qwen3.5-plus,6721a42269600ecb23a3e623,hle,validate_csv,0
qwen3.5-plus,6721fd0afec540182190e310,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,6721fd0afec540182190e310,hle,validate_csv,0
qwen3-30b-a3b,6721fd0afec540182190e310,hle,validate_csv,0
gemini-2.5-flash,6721fd0afec540182190e310,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6721767ddb8105efc71a7d1b,hle,validate_csv,0
qwen3-4b,6721fd0afec540182190e310,hle,validate_csv,0
openai/gpt-4o-2024-05-13,672200467408db93b36cfd02,hle,validate_csv,0
gemini-2.5-pro-nothinking,6721fd0afec540182190e310,hle,validate_csv,0
qwen3-30b-a3b,6721a42269600ecb23a3e623,hle,validate_csv,0
gpt-5.2,672200467408db93b36cfd02,hle,validate_csv,0
gpt-5,6721545d3f8c49e613c94fac,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,6721545d3f8c49e613c94fac,hle,validate_csv,0
openai/o3-mini-2025-01-31,6721767ddb8105efc71a7d1b,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6721a42269600ecb23a3e623,hle,validate_csv,0
qwen3-max,672200467408db93b36cfd02,hle,validate_csv,0
gpt-5,6721fd0afec540182190e310,hle,validate_csv,0
qwen3-14b,6721a42269600ecb23a3e623,hle,validate_csv,0
openai/gpt-4o-2024-08-06,672200467408db93b36cfd02,hle,validate_csv,0
qwen3-14b,672200467408db93b36cfd02,hle,validate_csv,0
gemini-3.1-flash-lite-preview,672200467408db93b36cfd02,hle,validate_csv,0
qwen3-30b-a3b,672200467408db93b36cfd02,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6721767ddb8105efc71a7d1b,hle,validate_csv,0
gemini-2.5-pro-nothinking,672200467408db93b36cfd02,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,672200467408db93b36cfd02,hle,validate_csv,1
gpt-4.1,672200467408db93b36cfd02,hle,validate_csv,0
qwen3-8b,672200467408db93b36cfd02,hle,validate_csv,0
openai/o3-mini-2025-01-31,672200467408db93b36cfd02,hle,validate_csv,0
qwen3-4b,672200467408db93b36cfd02,hle,validate_csv,0
qwen3-32b,672200467408db93b36cfd02,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,672200467408db93b36cfd02,hle,validate_csv,0
qwen3-4b,6721767ddb8105efc71a7d1b,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6722084fdcce66512a82d9f4,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,672200467408db93b36cfd02,hle,validate_csv,1
gpt-4.1,6721a42269600ecb23a3e623,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6721a42269600ecb23a3e623,hle,validate_csv,0
qwen3.5-plus,672200467408db93b36cfd02,hle,validate_csv,0
gemini-2.5-flash,672200467408db93b36cfd02,hle,validate_csv,0
gemini-2.5-flash,6721a42269600ecb23a3e623,hle,validate_csv,1
qwen3-14b,6722084fdcce66512a82d9f4,hle,validate_csv,0
gpt-4.1,6722084fdcce66512a82d9f4,hle,validate_csv,0
gpt-5,6721a42269600ecb23a3e623,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,672200467408db93b36cfd02,hle,validate_csv,0
qwen3-max,6721a42269600ecb23a3e623,hle,validate_csv,0
qwen3-32b,6721a42269600ecb23a3e623,hle,validate_csv,0
openai/o3-mini-2025-01-31,6722084fdcce66512a82d9f4,hle,validate_csv,0
openai/o3-mini-2025-01-31,6721a42269600ecb23a3e623,hle,validate_csv,1
gpt-5.2,6722084fdcce66512a82d9f4,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6722084fdcce66512a82d9f4,hle,validate_csv,0
qwen3-4b,6722084fdcce66512a82d9f4,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6722084fdcce66512a82d9f4,hle,validate_csv,0
qwen3-30b-a3b,6722084fdcce66512a82d9f4,hle,validate_csv,0
qwen3-8b,6722084fdcce66512a82d9f4,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6722084fdcce66512a82d9f4,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6722084fdcce66512a82d9f4,hle,validate_csv,0
qwen3-max,6722084fdcce66512a82d9f4,hle,validate_csv,0
qwen3.5-plus,6722084fdcce66512a82d9f4,hle,validate_csv,1
qwen3-32b,6722084fdcce66512a82d9f4,hle,validate_csv,0
openai/o3-mini-2025-01-31,6721545d3f8c49e613c94fac,hle,validate_csv,0
gemini-2.5-pro-nothinking,6722084fdcce66512a82d9f4,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6722084fdcce66512a82d9f4,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67220ac44337b6721108bf83,hle,validate_csv,1
gpt-5.2,67220ac44337b6721108bf83,hle,validate_csv,0
qwen3.5-plus,67220ac44337b6721108bf83,hle,validate_csv,1
gemini-3.1-pro-preview-thinking-medium,67220ac44337b6721108bf83,hle,validate_csv,1
gemini-2.5-flash,6722084fdcce66512a82d9f4,hle,validate_csv,0
qwen3-14b,67220ac44337b6721108bf83,hle,validate_csv,0
qwen3-max,67223ac0ca7acfa01f38c284,hle,validate_csv,0
gemini-2.5-pro-nothinking,67223ac0ca7acfa01f38c284,hle,validate_csv,0
qwen3-32b,67220ac44337b6721108bf83,hle,validate_csv,0
gemini-2.5-pro-nothinking,6721a42269600ecb23a3e623,hle,validate_csv,1
gemini-2.5-flash,67220ac44337b6721108bf83,hle,validate_csv,0
qwen3.5-plus,67223ac0ca7acfa01f38c284,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67223ac0ca7acfa01f38c284,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67223ac0ca7acfa01f38c284,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67220ac44337b6721108bf83,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67223ac0ca7acfa01f38c284,hle,validate_csv,0
gemini-2.5-flash,67223ac0ca7acfa01f38c284,hle,validate_csv,0
gpt-5.2,6721545d3f8c49e613c94fac,hle,validate_csv,0
openai/o3-mini-2025-01-31,67220ac44337b6721108bf83,hle,validate_csv,0
qwen3-4b,67220ac44337b6721108bf83,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67223ac0ca7acfa01f38c284,hle,validate_csv,0
qwen3-8b,67220ac44337b6721108bf83,hle,validate_csv,0
qwen3-4b,67223ac0ca7acfa01f38c284,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67220ac44337b6721108bf83,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67220ac44337b6721108bf83,hle,validate_csv,0
qwen3-14b,67223ac0ca7acfa01f38c284,hle,validate_csv,0
openai/o3-mini-2025-01-31,67223ac0ca7acfa01f38c284,hle,validate_csv,0
qwen3-30b-a3b,67220ac44337b6721108bf83,hle,validate_csv,0
gpt-4.1,67223ac0ca7acfa01f38c284,hle,validate_csv,0
qwen3-30b-a3b,67223ac0ca7acfa01f38c284,hle,validate_csv,0
gemini-2.5-pro-nothinking,67220ac44337b6721108bf83,hle,validate_csv,0
gpt-4.1,67223f9b0f0526aefdf4421b,hle,validate_csv,0
qwen3-8b,67223ac0ca7acfa01f38c284,hle,validate_csv,0
gpt-5.2,67223ac0ca7acfa01f38c284,hle,validate_csv,1
qwen/qwen2.5-72b-instruct-turbo,67220ac44337b6721108bf83,hle,validate_csv,0
qwen3-max,67220ac44337b6721108bf83,hle,validate_csv,0
qwen3-235b-a22b,67223ac0ca7acfa01f38c284,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67223f9b0f0526aefdf4421b,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67223f9b0f0526aefdf4421b,hle,validate_csv,0
qwen3-30b-a3b,67223f9b0f0526aefdf4421b,hle,validate_csv,0
gpt-5,67223ac0ca7acfa01f38c284,hle,validate_csv,0
qwen3-8b,67223f9b0f0526aefdf4421b,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67223f9b0f0526aefdf4421b,hle,validate_csv,0
openai/o3-mini-2025-01-31,67223f9b0f0526aefdf4421b,hle,validate_csv,0
gpt-4.1,67220ac44337b6721108bf83,hle,validate_csv,0
gpt-4.1,6721545d3f8c49e613c94fac,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67223ac0ca7acfa01f38c284,hle,validate_csv,0
qwen3-14b,67223f9b0f0526aefdf4421b,hle,validate_csv,0
qwen3-4b,67223f9b0f0526aefdf4421b,hle,validate_csv,0
qwen3-32b,67223ac0ca7acfa01f38c284,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67220ac44337b6721108bf83,hle,validate_csv,0
gpt-5,67223f9b0f0526aefdf4421b,hle,validate_csv,1
